Mun_Code,Mun_Name,landslide_per,stormsurge_per,Bu_p_inSSA,Bu_p_LS,Red_per_LSbldg,Or_per_LSblg,Yel_per_LSSAb,RED_per_SSAbldg,OR_per_SSAbldg,Yellow_per_LSbl
PH063016000,DINGLE,0.16,0,0,0.16,0.16,0,0,0,0,0
PH063017000,DUEÃ‘AS,0,0,0,0,0,0,0,0,0,0
PH063018000,DUMANGAS,0,0,0,0,0,0,0,0,0,0
PH063019000,ESTANCIA,0.06,0,0,0.07,0.06,0,0,0,0,0
PH063020000,GUIMBAL,0,0,0,0,0,0,0,0,0,0
PH063021000,IGBARAS,0.86,0,0,0.86,0.86,0,0,0,0,0
PH063022000,ILOILO CITY (Capital),0,0,0,0,0,0,0,0,0,0
PH063023000,JANIUAY,0.53,0,0,0.53,0.53,0,0,0,0,0
PH063025000,LAMBUNAO,0.68,0,0,0.68,0.68,0,0,0,0,0
PH063026000,LEGANES,0,0,0,0,0,0,0,0,0,0
PH063027000,LEMERY,0,0,0,0,0,0,0,0,0,0
PH063028000,LEON,0.94,0,0,0.94,0.94,0,0,0,0,0
PH063029000,MAASIN,0.2,0,0,0.2,0.2,0,0,0,0,0
PH063030000,MIAGAO,0.26,0,0,0.26,0.26,0,0,0,0,0
PH063031000,MINA,0,0,0,0,0,0,0,0,0,0
PH063032000,NEW LUCENA,0,0,0,0,0,0,0,0,0,0
PH063034000,OTON,0,0,0,0,0,0,0,0,0,0
PH063035000,CITY OF PASSI,0.04,0,0,0.04,0.04,0,0,0,0,0
PH063036000,PAVIA,0,0,0,0,0,0,0,0,0,0
PH063037000,POTOTAN,0,0,0,0,0,0,0,0,0,0
PH063038000,SAN DIONISIO,0.09,0,0,0.09,0.06,0.03,0,0,0,0
PH063039000,SAN ENRIQUE,0.35,0,0,0.35,0.35,0,0,0,0,0
PH063040000,SAN JOAQUIN,0.42,0,0,0.42,0.42,0,0,0,0,0
PH063041000,SAN MIGUEL,0,0,0,0,0,0,0,0,0,0
PH063042000,SAN RAFAEL,0.01,0,0,0,0.01,0,0,0,0,0
PH063043000,SANTA BARBARA,0,0,0,0,0,0,0,0,0,0
PH063044000,SARA,0.09,0,0,0.09,0.09,0,0,0,0,0
PH063045000,TIGBAUAN,0,0,0,0,0,0,0,0,0,0
PH063046000,TUBUNGAN,0.74,0,0,0.74,0.69,0.05,0,0,0,0
PH063047000,ZARRAGA,0,0,0,0,0,0,0,0,0,0
PH067901000,BUENAVISTA,0,0,0,0,0,0,0,0,0,0
PH067902000,JORDAN (Capital),0,0,0,0,0,0,0,0,0,0
PH067903000,NUEVA VALENCIA,0,0,0,0,0,0,0,0,0,0
PH067904000,SAN LORENZO,0,0,0,0,0,0,0,0,0,0
PH067905000,SIBUNAG,0,0,0,0,0,0,0,0,0,0
PH071201000,ALBURQUERQUE,0,0,0,0,0,0,0,0,0,0
PH071202000,ALICIA,0,0,0,0,0,0,0,0,0,0
PH071203000,ANDA,2.17,1.66,1.66,2.17,0.21,0,1.97,1.66,0,0
PH071204000,ANTEQUERA,0,0,0,0,0,0,0,0,0,0
PH071205000,BACLAYON,0,0,0,0,0,0,0,0,0,0
PH071206000,BALILIHAN,0,0,0,0,0,0,0,0,0,0
PH071207000,BATUAN,0,0,0,0,0,0,0,0,0,0
PH071208000,BILAR,0,0,0,0,0,0,0,0,0,0
PH071209000,BUENAVISTA,0,0,0,0,0,0,0,0,0,0
PH071210000,CALAPE,0,0,0,0,0,0,0,0,0,0
PH071211000,CANDIJAY,0.07,0,0,0.08,0.04,0,0.04,0,0,0
PH071212000,CARMEN,0,0,0,0,0,0,0,0,0,0
PH071213000,CATIGBIAN,0,0,0,0,0,0,0,0,0,0
PH071214000,CLARIN,0,0,0,0,0,0,0,0,0,0
PH071215000,CORELLA,0,0,0,0,0,0,0,0,0,0
PH071216000,CORTES,0,0,0,0,0,0,0,0,0,0
PH071217000,DAGOHOY,0,0,0,0,0,0,0,0,0,0
PH071218000,DANAO,0,0,0,0,0,0,0,0,0,0
PH071219000,DAUIS,0,0,0,0,0,0,0,0,0,0
PH071220000,DIMIAO,0,0,0,0,0,0,0,0,0,0
PH071221000,DUERO,0,0,0,0,0,0,0,0,0,0
PH071222000,GARCIA HERNANDEZ,0,0,0,0,0,0,0,0,0,0
PH071223000,GUINDULMAN,0,0,0,0,0,0,0,0,0,0
PH071224000,INABANGA,0,0,0,0,0,0,0,0,0,0
PH071225000,JAGNA,0,0,0,0,0,0,0,0,0,0
PH071226000,GETAFE,0,0,0,0,0,0,0,0,0,0
PH071227000,LILA,0,0,0,0,0,0,0,0,0,0
PH071228000,LOAY,0,0,0,0,0,0,0,0,0,0
PH071229000,LOBOC,0,0,0,0,0,0,0,0,0,0
PH071230000,LOON,0,0,0,0,0,0,0,0,0,0
PH071231000,MABINI,0,0,0,0,0,0,0,0,0,0
PH071232000,MARIBOJOC,0,0,0,0,0,0,0,0,0,0
PH071233000,PANGLAO,0,0,0,0,0,0,0,0,0,0
PH071234000,PILAR,0,0,0,0,0,0,0,0,0,0
PH071235000,PRES. CARLOS P. GARCIA (PITOGO),2.42,0.19,0.19,2.42,0,0,2.42,0.19,0,0
PH071236000,SAGBAYAN (BORJA),0,0,0,0,0,0,0,0,0,0
PH071237000,SAN ISIDRO,0,0,0,0,0,0,0,0,0,0
PH071238000,SAN MIGUEL,0,0,0,0,0,0,0,0,0,0
PH071239000,SEVILLA,0,0,0,0,0,0,0,0,0,0
PH071240000,SIERRA BULLONES,0,0,0,0,0,0,0,0,0,0
PH071241000,SIKATUNA,0,0,0,0,0,0,0,0,0,0
PH071242000,TAGBILARAN CITY (Capital),0,0,0,0,0,0,0,0,0,0
PH071243000,TALIBON,0,0,0,0,0,0,0,0,0,0
PH071244000,TRINIDAD,0,0,0,0,0,0,0,0,0,0
PH071245000,TUBIGON,0,0,0,0,0,0,0,0,0,0
PH071246000,UBAY,0.01,0,0,0.01,0.01,0,0,0,0,0
PH071247000,VALENCIA,0,0,0,0,0,0,0,0,0,0
PH071248000,BIEN UNIDO,0,0,0,0,0,0,0,0,0,0
PH072201000,ALCANTARA,0,0,0,0,0,0,0,0,0,0
PH072202000,ALCOY,0,0,0,0,0,0,0,0,0,0
PH072203000,ALEGRIA,0,0,0,0,0,0,0,0,0,0
PH072204000,ALOGUINSAN,0.1,0.05,0.05,0.1,0.1,0,0,0,0,0.05
PH072205000,ARGAO,2.06,0.76,0.76,2.06,0.05,0,2.01,0.73,0,0.03
PH072206000,ASTURIAS,0.24,0.03,0.03,0.24,0.18,0.05,0,0,0,0.03
PH072207000,BADIAN,0,0,0,0,0,0,0,0,0,0
PH072208000,BALAMBAN,0.68,0.01,0.01,0.68,0.68,0,0,0,0,0.01
PH072209000,BANTAYAN,0.36,0.31,0.31,0.36,0,0,0.36,0.27,0.04,0
PH072210000,BARILI,0,0,0,0,0,0,0,0,0,0
PH072211000,CITY OF BOGO,0.04,0.03,0.03,0.04,0.04,0,0,0,0,0.03
PH072212000,BOLJOON,0,0,0,0,0,0,0,0,0,0
PH072213000,BORBON,0,0.03,0.03,0,0,0,0,0,0,0.03
PH072214000,CITY OF CARCAR,2.87,0.71,0.71,2.87,0.25,0,2.62,0.66,0.03,0.02
PH072215000,CARMEN,0.57,0.06,0.06,0.57,0.53,0.04,0,0,0,0.06
PH072216000,CATMON,0.42,0,0,0.43,0.36,0.06,0,0,0,0
PH072217000,CEBU CITY (Capital),1.43,0.72,0.72,1.43,0.25,0.01,1.17,0.52,0.19,0.02
PH072218000,COMPOSTELA,0.29,0,0,0.29,0.29,0,0,0,0,0
PH072219000,CONSOLACION,4.76,0.37,0.37,4.76,0.07,0,4.69,0.32,0,0.05
PH072220000,CORDOVA,7.85,0.88,0.88,7.85,0,0,7.85,0.88,0,0
PH072221000,DAANBANTAYAN,0.18,0.05,0.05,0.18,0,0,0.18,0.05,0,0
PH072222000,DALAGUETE,0,0,0,0,0,0,0,0,0,0
PH072223000,DANAO CITY,0.48,0.05,0.05,0.48,0.48,0,0,0,0,0.05
PH072224000,DUMANJUG,0,0,0,0,0,0,0,0,0,0
PH072225000,GINATILAN,0,0,0,0,0,0,0,0,0,0
PH072226000,LAPU-LAPU CITY (OPON),3.62,5.61,5.61,3.62,0,0,3.62,4.24,1.38,0
PH072227000,LILOAN,3.35,0.25,0.25,3.35,0.06,0.01,3.29,0.24,0,0.01
PH072228000,MADRIDEJOS,0,0,0,0,0,0,0,0,0,0
PH072229000,MALABUYOC,0,0,0,0,0,0,0,0,0,0
PH072230000,MANDAUE CITY,2.49,1.62,1.62,2.49,0,0,2.49,1.54,0.06,0.01
PH072231000,MEDELLIN,0.22,0,0,0.22,0,0,0.22,0,0,0
PH072232000,MINGLANILLA,2.42,1.83,1.83,2.42,0.16,0.02,2.23,1.81,0.01,0.01
PH072233000,MOALBOAL,0,0,0,0,0,0,0,0,0,0
PH072234000,CITY OF NAGA,4.11,1.16,1.16,4.11,0.58,0.01,3.53,1.11,0,0.05
PH072235000,OSLOB,0,0,0,0,0,0,0,0,0,0
PH072236000,PILAR,0,0,0,0,0,0,0,0,0,0
PH072237000,PINAMUNGAHAN,2.55,4.73,4.73,2.55,0.64,0,1.91,4.73,0,0
PH072238000,PORO,0,0,0,0,0,0,0,0,0,0
PH072239000,RONDA,0,0,0,0,0,0,0,0,0,0
PH072240000,SAMBOAN,0,0,0,0,0,0,0,0,0,0
PH072241000,SAN FERNANDO,4.13,0.17,0.17,4.13,0.75,0,3.38,0.14,0,0.03
PH072242000,SAN FRANCISCO,0,0,0,0,0,0,0,0,0,0
PH072243000,SAN REMIGIO,0.02,0.05,0.05,0.02,0.02,0,0,0,0,0.05
PH072244000,SANTA FE,1.77,0.11,0.11,1.77,0,0,1.77,0.11,0,0
PH072245000,SANTANDER,1.33,0,0,1.33,0,0,1.33,0,0,0
PH072246000,SIBONGA,3.04,1.44,1.44,3.04,0.47,0,2.56,1.42,0,0.02
PH072247000,SOGOD,0.04,0.08,0.08,0.04,0.04,0,0,0,0,0.08
PH072248000,TABOGON,0.04,0.12,0.12,0.04,0.04,0,0,0,0,0.12
PH072249000,TABUELAN,0.06,0,0,0.06,0.06,0,0,0,0,0
PH072250000,CITY OF TALISAY,2.26,4.73,4.73,2.26,0.33,0,1.93,4.71,0,0.02
PH072251000,TOLEDO CITY,3.21,4.3,4.3,3.21,0.67,0,2.53,4.29,0.01,0
PH072252000,TUBURAN,0.48,0.06,0.06,0.48,0.48,0,0,0,0,0.06
PH072253000,TUDELA,0,0,0,0,0,0,0,0,0,0
PH076101000,ENRIQUE VILLANUEVA,3.92,0.29,0.29,3.92,0,0,3.92,0.29,0,0
PH076102000,LARENA,5.4,0.11,0.11,5.4,0,0,5.4,0,0,0.11
PH076103000,LAZI,2.2,0.18,0.18,2.2,0,0,2.2,0.07,0,0.11
PH076104000,MARIA,2.59,0.14,0.14,2.59,0,0,2.59,0.14,0,0
PH076105000,SAN JUAN,3.19,0.2,0.2,3.19,0,0,3.19,0.15,0,0.05
PH076106000,SIQUIJOR (Capital),3.83,0.5,0.5,3.83,0.08,0,3.74,0.47,0,0.03
PH082601000,ARTECHE,0,0,0,0,0,0,0,0,0,0
PH082602000,BALANGIGA,0,0,0,0,0,0,0,0,0,0
PH082603000,BALANGKAYAN,0,0,0,0,0,0,0,0,0,0
PH082604000,CITY OF BORONGAN (Capital),0.03,0,0,0.02,0.03,0,0,0,0,0
PH082605000,CAN-AVID,0,0,0,0,0,0,0,0,0,0
PH082606000,DOLORES,0,0,0,0,0,0,0,0,0,0
PH082607000,GENERAL MACARTHUR,0,0.1,0.1,0,0,0,0,0,0,0.1
PH082608000,GIPORLOS,0,0,0,0,0,0,0,0,0,0
PH082609000,GUIUAN,1.67,13.16,13.1,1.67,0,0,1.67,13.14,0.02,0
PH082610000,HERNANI,0,0,0,0,0,0,0,0,0,0
PH082611000,JIPAPAD,0,0,0,0,0,0,0,0,0,0
PH082612000,LAWAAN,0,0,0,0,0,0,0,0,0,0
PH082613000,LLORENTE,0,0,0,0,0,0,0,0,0,0
PH082614000,MASLOG,0,0,0,0,0,0,0,0,0,0
PH082615000,MAYDOLONG,0.08,0,0,0.11,0.08,0,0,0,0,0
PH082616000,MERCEDES,0,0,0,0,0,0,0,0,0,0
PH082617000,ORAS,0,0,0,0,0,0,0,0,0,0
PH082618000,QUINAPONDAN,0.15,0.08,0.08,0.15,0.15,0,0,0,0,0.08
PH082619000,SALCEDO,0.05,0.52,0.52,0.05,0,0,0.05,0.52,0,0
PH082620000,SAN JULIAN,0,0,0,0,0,0,0,0,0,0
PH082621000,SAN POLICARPO,0,0,0,0,0,0,0,0,0,0
PH082622000,SULAT,0,0,0,0,0,0,0,0,0,0
PH082623000,TAFT,0.06,0,0,0.06,0,0.06,0,0,0,0
PH083701000,ABUYOG,0.06,0,0,0.06,0.06,0,0,0,0,0
PH083702000,ALANGALANG,0,0,0,0,0,0,0,0,0,0
PH083703000,ALBUERA,0.07,0,0,0.07,0.07,0,0,0,0,0
PH083705000,BABATNGON,0,0,0,0,0,0,0,0,0,0
PH083706000,BARUGO,0,0,0,0,0,0,0,0,0,0
PH083707000,BATO,0,0,0,0,0,0,0,0,0,0
PH083708000,CITY OF BAYBAY,0.31,0.03,0.03,0.31,0.31,0,0,0,0,0.03
PH083710000,BURAUEN,0.26,0,0,0.26,0.26,0,0,0,0,0
PH083713000,CALUBIAN,0,0,0,0,0,0,0,0,0,0
PH083714000,CAPOOCAN,0,0,0,0,0,0,0,0,0,0
PH083715000,CARIGARA,0,0,0,0,0,0,0,0,0,0
PH083717000,DAGAMI,0,0,0,0,0,0,0,0,0,0
PH083718000,DULAG,0,0,0,0,0,0,0,0,0,0
PH083719000,HILONGOS,1.17,10.35,10.3,1.17,0,0,1.17,9.77,0.58,0
PH083720000,HINDANG,0.5,0.1,0.1,0.5,0.05,0,0.45,0.1,0,0
PH083721000,INOPACAN,0,0,0,0,0,0,0,0,0,0
PH083722000,ISABEL,0.29,0.09,0.09,0.29,0.29,0,0,0,0,0.09
PH083723000,JARO,0.05,0,0,0.05,0.05,0,0,0,0,0
PH083724000,JAVIER (BUGHO),0.51,0,0,0.51,0.51,0,0,0,0,0
PH083725000,JULITA,0,0,0,0,0,0,0,0,0,0
PH083726000,KANANGA,0,0,0,0,0,0,0,0,0,0
PH083728000,LA PAZ,0.25,0,0,0.25,0.25,0,0,0,0,0
PH083729000,LEYTE,0,0,0,0,0,0,0,0,0,0
PH083730000,MACARTHUR,0,0,0,0,0,0,0,0,0,0
PH083731000,MAHAPLAG,0,0,0,0,0,0,0,0,0,0
PH083733000,MATAG-OB,0,0,0,0,0,0,0,0,0,0
PH083734000,MATALOM,0.19,0,0,0.19,0.04,0,0.15,0,0,0
PH083735000,MAYORGA,0,0,0,0,0,0,0,0,0,0
PH083736000,MERIDA,0.26,0.03,0.03,0.26,0.26,0,0,0,0,0.03
PH083738000,ORMOC CITY,0.11,0.01,0.01,0.11,0.11,0,0,0,0,0.01
PH083739000,PALO,0,0,0,0,0,0,0,0,0,0
PH083740000,PALOMPON,0.17,0.08,0.08,0.17,0.17,0,0,0,0,0.08
PH083741000,PASTRANA,0,0,0,0,0,0,0,0,0,0
PH083742000,SAN ISIDRO,0,0,0,0,0,0,0,0,0,0
PH083743000,SAN MIGUEL,0,0,0,0,0,0,0,0,0,0
PH083744000,SANTA FE,0,0,0,0,0,0,0,0,0,0
PH083745000,TABANGO,0,0,0,0,0,0,0,0,0,0
PH083746000,TABONTABON,0,0,0,0,0,0,0,0,0,0
PH083747000,TACLOBAN CITY (Capital),0,0,0,0,0,0,0,0,0,0
PH083748000,TANAUAN,0,0,0,0,0,0,0,0,0,0
PH083749000,TOLOSA,0.05,0,0,0.05,0.05,0,0,0,0,0
PH083750000,TUNGA,0,0,0,0,0,0,0,0,0,0
PH083751000,VILLABA,0,0,0,0,0,0,0,0,0,0
PH084801000,ALLEN,1.99,1.57,1.57,1.99,0,0,1.99,1.57,0,0
PH084802000,BIRI,0.97,1.13,1.13,0.97,0.01,0,0.97,1.13,0,0
PH084803000,BOBON,1.11,16.71,16.7,1.11,0,0,1.11,16.71,0,0
PH084804000,CAPUL,0,0,0,0,0,0,0,0,0,0
PH084805000,CATARMAN (Capital),3.65,2.06,2.06,3.65,0.09,0,3.56,2.02,0.05,0
PH084806000,CATUBIG,0,0.07,0.07,0,0,0,0,0,0,0.07
PH084807000,GAMAY,2.01,2.81,2.81,2.01,0,0,2.01,2.81,0,0
PH084808000,LAOANG,3.35,3.87,3.87,3.35,0,0,3.35,3.87,0,0
PH084809000,LAPINIG,0,0,0,0,0,0,0,0,0,0
PH084810000,LAS NAVAS,0,0,0,0,0,0,0,0,0,0
PH084811000,LAVEZARES,2.19,0.83,0.83,2.19,0,0,2.19,0.83,0,0
PH084812000,MAPANAS,2.3,7.47,7.47,2.3,0,0,2.3,7.47,0,0
PH084813000,MONDRAGON,1.23,7.59,7.59,1.23,0,0,1.23,7.59,0,0
PH084814000,PALAPAG,1.23,3.88,3.88,1.23,0.18,0,1.06,3.88,0,0
PH084815000,PAMBUJAN,0.85,24.07,24,0.85,0.06,0,0.79,24.07,0,0
PH084816000,ROSARIO,6.69,0.84,0.84,6.69,0,0,6.69,0.84,0,0
PH084817000,SAN ANTONIO,0.74,0,0,0.74,0,0,0.74,0,0,0
PH084818000,SAN ISIDRO,1.11,0.74,0.74,1.11,0.07,0,1.04,0.74,0,0
PH084819000,SAN JOSE,1.06,4.53,4.53,1.06,0,0,1.06,4.53,0,0
PH084820000,SAN ROQUE,1.82,4.1,4.1,1.82,0,0,1.82,4.03,0,0.07
PH084821000,SAN VICENTE,0.39,0,0,0.38,0.39,0,0,0,0,0
PH084822000,SILVINO LOBOS,0,0,0,0,0,0,0,0,0,0
PH084823000,VICTORIA,1.8,6.25,6.25,1.8,0.12,0,1.68,6.25,0,0
PH084824000,LOPE DE VEGA,0,0,0,0,0,0,0,0,0,0
PH086001000,ALMAGRO,2.24,0,0,2.26,2.01,0.23,0,0,0,0
PH086002000,BASEY,0.09,0,0,0.09,0.06,0,0.03,0,0,0
PH086003000,CALBAYOG CITY,0.13,0,0,0.13,0.13,0,0,0,0,0
PH086004000,CALBIGA,0,0,0,0,0,0,0,0,0,0
PH086005000,CITY OF CATBALOGAN (Capital),0.68,0,0,0.68,0.66,0.02,0,0,0,0
PH086006000,DARAM,0.29,0,0,0.29,0.29,0,0,0,0,0
PH086007000,GANDARA,0.15,0,0,0.15,0.15,0,0,0,0,0
PH086008000,HINABANGAN,1.1,0,0,1.1,1.1,0,0,0,0,0
PH086009000,JIABONG,0.14,0,0,0.14,0.14,0,0,0,0,0
PH086010000,MARABUT,0,0,0,0,0,0,0,0,0,0
PH086011000,MATUGUINAO,0,0,0,0,0,0,0,0,0,0
PH086012000,MOTIONG,0,0,0,0,0,0,0,0,0,0
PH086013000,PINABACDAO,0,0,0,0,0,0,0,0,0,0
PH086014000,SAN JOSE DE BUAN,0.47,0,0,0.47,0.47,0,0,0,0,0
PH086015000,SAN SEBASTIAN,0,0,0,0,0,0,0,0,0,0
PH086016000,SANTA MARGARITA,0,0,0,0,0,0,0,0,0,0
PH086017000,SANTA RITA,0.08,0,0,0.08,0.08,0,0,0,0,0
PH086018000,SANTO NIÃ‘O,0.54,0,0,0.54,0.54,0,0,0,0,0
PH086019000,TALALORA,0,0,0,0,0,0,0,0,0,0
PH086020000,TARANGNAN,0,0,0,0,0,0,0,0,0,0
PH086021000,VILLAREAL,0.06,0.06,0.06,0.06,0,0,0.06,0.06,0,0
PH086022000,PARANAS (WRIGHT),0.49,0,0,0.49,0.49,0,0,0,0,0
PH086023000,ZUMARRAGA,0.9,0,0,0.9,0.9,0,0,0,0,0
PH086024000,TAGAPUL-AN,0.31,0,0,0.31,0.31,0,0,0,0,0
PH086025000,SAN JORGE,0.27,0,0,0.27,0.27,0,0,0,0,0
PH086026000,PAGSANGHAN,0,0,0,0,0,0,0,0,0,0
PH086401000,ANAHAWAN,5.15,0,0,5.15,0.14,0,5.01,0,0,0
PH086402000,BONTOC,1.92,4.27,4.27,1.92,0.05,0,1.88,4.22,0,0.05
PH086403000,HINUNANGAN,1.5,32.8,32.8,1.5,0.3,0,1.2,32.65,0.11,0.04
PH086404000,HINUNDAYAN,1.61,22.38,22.3,1.6,0,0,1.6,22.3,0,0.08
PH086405000,LIBAGON,8.49,0.45,0.45,8.49,1.19,0,7.3,0.45,0,0
PH086406000,LILOAN,9.26,0.44,0.44,9.26,1.42,0,7.84,0.33,0,0.11
PH086407000,CITY OF MAASIN (Capital),2.91,1.18,1.18,2.91,0.3,0,2.61,1.09,0,0.09
PH086408000,MACROHON,5.04,2.26,2.26,5.04,0.72,0,4.32,2.21,0,0.05
PH086409000,MALITBOG,4.24,1.37,1.37,4.24,0.75,0,3.49,1.37,0,0
PH086410000,PADRE BURGOS,6.46,3.15,3.15,6.46,0.9,0,5.56,3,0,0.15
PH086411000,PINTUYAN,12.52,0.19,0.19,12.5,1.9,0,10.63,0.19,0,0
PH086412000,SAINT BERNARD,4.28,1.71,1.71,4.28,1.35,0.07,2.85,1.71,0,0
PH086413000,SAN FRANCISCO,5.18,3.88,3.88,5.18,0,0,5.18,3.88,0,0
PH086414000,SAN JUAN (CABALIAN),6.81,0.44,0.44,6.81,0.11,0,6.7,0.44,0,0
PH086415000,SAN RICARDO,13.53,0,0,13.5,5.3,0,8.23,0,0,0
PH086416000,SILAGO,0.6,0,0,0.6,0.6,0,0,0,0,0
PH086417000,SOGOD,4.71,0,0,4.71,0.45,0,4.26,0,0,0
PH086418000,TOMAS OPPUS,3.4,0.85,0.85,3.4,0,0,3.4,0.77,0,0.09
PH086419000,LIMASAWA,7.46,1.1,1.1,7.46,1.38,0,6.08,1.1,0,0
PH087801000,ALMERIA,0,0,0,0,0,0,0,0,0,0
PH087802000,BILIRAN,0,0,0,0,0,0,0,0,0,0
PH087803000,CABUCGAYAN,0,0,0,0,0,0,0,0,0,0
PH087804000,CAIBIRAN,0,0,0,0,0,0,0,0,0,0
PH087805000,CULABA,0,0,0,0,0,0,0,0,0,0
PH087806000,KAWAYAN,0,0,0,0,0,0,0,0,0,0
PH087807000,MARIPIPI,0,0,0,0,0,0,0,0,0,0
PH087808000,NAVAL (Capital),0.3,0.02,0.02,0.3,0,0,0.3,0.02,0,0
PH097201000,DAPITAN CITY,1.88,0.11,0.11,1.88,1.05,0.02,0.81,0.09,0,0.02
PH097202000,DIPOLOG CITY (Capital),0.13,0,0,0.13,0.13,0,0,0,0,0
PH097203000,KATIPUNAN,0.59,0.12,0.12,0.59,0.56,0.03,0,0,0,0.12
PH097204000,LA LIBERTAD,0,0,0,0,0,0,0,0,0,0
PH097205000,LABASON,0,0,0,0,0,0,0,0,0,0
PH097206000,LILOY,0,0,0,0,0,0,0,0,0,0
PH097207000,MANUKAN,1.62,0.05,0.05,1.62,1.59,0.03,0,0,0,0.05
PH097208000,MUTIA,0.23,0,0,0.23,0.23,0,0,0,0,0
PH097209000,PIÃ‘AN (NEW PIÃ‘AN),0.06,0,0,0.06,0.06,0,0,0,0,0
PH097210000,POLANCO,0.06,0,0,0.06,0.06,0,0,0,0,0
PH097211000,PRES. MANUEL A. ROXAS,1.94,0.07,0.07,1.94,1.9,0.03,0,0,0,0.07
PH097212000,RIZAL,0.28,0,0,0.28,0.09,0,0.19,0,0,0
PH097213000,SALUG,0,0,0,0,0,0,0,0,0,0
PH097214000,SERGIO OSMEÃ‘A SR.,2.02,0.08,0.08,2.02,2.02,0,0,0,0,0.08
PH097215000,SIAYAN,0.73,0.1,0.1,0.73,0.69,0.04,0,0,0,0.1
PH097216000,SIBUCO,0.04,0,0,0.04,0.04,0,0,0,0,0
PH097217000,SIBUTAD,2.66,0.09,0.09,2.66,2.09,0,0.57,0.09,0,0
PH097218000,SINDANGAN,0.15,0.06,0.06,0.15,0.15,0,0,0,0,0.06
PH097219000,SIOCON,0,0,0,0,0,0,0,0,0,0
PH097220000,SIRAWAI,0.04,0,0,0.04,0.04,0,0,0,0,0
PH097221000,TAMPILISAN,0,0,0,0,0,0,0,0,0,0
PH097222000,JOSE DALMAN (PONOT),1.52,0,0,1.52,1.52,0,0,0,0,0
PH097223000,GUTALAC,0,0,0,0,0,0,0,0,0,0
PH097224000,BALIGUIAN,0,0,0,0,0,0,0,0,0,0
PH097225000,GODOD,0,0,0,0,0,0,0,0,0,0
PH097226000,BACUNGAN (Leon T. Postigo),0,0,0,0,0,0,0,0,0,0
PH097227000,KALAWIT,0,0,0,0,0,0,0,0,0,0
PH097302000,AURORA,0.33,2.01,2.01,0.34,0.01,0.02,0.29,1.96,0,0.05
PH097303000,BAYOG,0.15,0.08,0.08,0.15,0.15,0,0,0,0,0.08
PH097305000,DIMATALING,3.79,0.68,0.68,3.79,0,0,3.79,0.61,0,0.08
PH097306000,DINAS,0.75,4.78,4.78,0.75,0,0,0.75,4.78,0,0
PH097307000,DUMALINAO,0.58,0.18,0.18,0.58,0,0,0.58,0.18,0,0
PH097308000,DUMINGAG,0.48,0.06,0.06,0.48,0.44,0.04,0,0,0,0.06
PH097311000,KUMALARANG,3.81,9.81,9.81,3.81,0.2,0,3.62,9.81,0,0
PH097312000,LABANGAN,1.98,7.18,7.18,1.98,0.23,0,1.75,7.05,0.13,0
PH097313000,LAPUYAN,1.68,1.01,1.01,1.68,0.04,0,1.64,1.01,0,0
PH097315000,MAHAYAG,0.31,0.02,0.02,0.31,0.31,0,0,0,0,0.02
PH097317000,MARGOSATUBIG,3.18,0.73,0.73,3.18,0,0,3.18,0.64,0,0.09
PH097318000,MIDSALIP,1.27,0.11,0.11,1.27,1.22,0.05,0,0,0,0.11
PH097319000,MOLAVE,0.1,0,0,0.1,0.1,0,0,0,0,0
PH097322000,PAGADIAN CITY (Capital),2.05,5.31,5.31,2.05,0.09,0,1.97,5.29,0,0.02
PH097323000,RAMON MAGSAYSAY (LIARGO),0.08,0.04,0.04,0.08,0.08,0,0,0,0,0.04
PH097324000,SAN MIGUEL,0.13,0,0,0.13,0.13,0,0,0,0,0
PH097325000,SAN PABLO,2.12,0.48,0.48,2.12,0.05,0,2.07,0.48,0,0
PH097327000,TABINA,3.56,0.44,0.44,3.56,0,0,3.56,0.37,0,0.06
PH097328000,TAMBULIG,0.2,3.32,3.32,0.2,0.03,0,0.17,3.13,0.2,0
PH097330000,TUKURAN,3,1.34,1.34,2.99,0.02,0,2.99,1.29,0,0.05
PH097332000,ZAMBOANGA CITY,2.28,5.54,5.54,2.28,0.11,0.01,2.16,5.26,0.24,0.04
PH097333000,LAKEWOOD,0.55,0,0,0.55,0.47,0.08,0,0,0,0
PH097337000,JOSEFINA,0.01,0,0,0,0.01,0,0,0,0,0
PH097338000,PITOGO,4.87,0.22,0.22,4.87,0,0,4.87,0.22,0,0
PH097340000,SOMINOT (DON MARIANO MARCOS),0.06,0,0,0.06,0.06,0,0,0,0,0
PH097341000,VINCENZO A. SAGUN,4.09,0.43,0.43,4.09,0,0,4.09,0.38,0,0.05
PH097343000,GUIPOS,0.06,0.06,0.06,0.06,0.06,0,0,0,0,0.06
PH097344000,TIGBAO,1.35,0.08,0.08,1.35,1.35,0,0,0,0,0.08
PH098301000,ALICIA,4.33,2.13,2.13,4.33,0.07,0,4.26,2.13,0,0
PH098302000,BUUG,0.65,0,0,0.65,0.37,0,0.28,0,0,0
PH098303000,DIPLAHAN,0.18,0,0,0.18,0.18,0,0,0,0,0
PH098304000,IMELDA,0.3,0,0,0.3,0.3,0,0,0,0,0
PH098305000,IPIL (Capital),2.32,3.13,3.13,2.32,0.2,0,2.12,3.13,0,0
PH098306000,KABASALAN,4.36,6.92,6.92,4.36,0.82,0.02,3.51,6.85,0.07,0
