id,pcode,Manucipality,typhoon,Year,Totally,Partially,total
2077,PH015528000,Mapandan,Koppu,2015,5,161,166
2078,PH015530000,Pozzorubio,Koppu,2015,11,65,76
2079,PH015532000,San Carlos City,Koppu,2015,565,1973,2538
2080,PH015534000,San Jacinto,Koppu,2015,43,141,184
2081,PH015535000,San Manuel,Koppu,2015,5,30,35
2082,PH015537000,San Quintin,Koppu,2015,0,2,2
2083,PH015538000,Santa Barbara,Koppu,2015,273,1338,1611
2084,PH015541000,Sison,Koppu,2015,22,1046,1068
2085,PH015542000,Sual,Koppu,2015,322,3000,3322
2086,PH015543000,Tayug,Koppu,2015,0,4,4
2087,PH015545000,Urbiztondo,Koppu,2015,466,1554,2020
2088,PH015546000,CITY OF URDANETA,Koppu,2015,58,114,172
2089,PH015547000,Villasis,Koppu,2015,50,296,346
2090,PH020906000,Uyugan,Koppu,2015,0,374,374
2091,PH021516000,Lal-lo,Koppu,2015,1,0,1
2092,PH021517000,Lasam,Koppu,2015,1,6,7
2093,PH021521000,Rizal,Koppu,2015,2,18,20
2094,PH023101000,Alicia,Koppu,2015,3,39,42
2095,PH023102000,Angadanan,Koppu,2015,4,4,8
2096,PH023106000,Cabagan,Koppu,2015,4,16,20
2097,PH023108000,City of Cauayan,Koppu,2015,3,101,104
2098,PH023110000,Dinapigue,Koppu,2015,32,308,340
2099,PH023115000,Jones,Koppu,2015,5,82,87
2100,PH023124000,Ramon,Koppu,2015,3,4,7
2101,PH023127000,San Agustin,Koppu,2015,561,25,586
2102,PH023128000,San Guillermo,Koppu,2015,0,54,54
2103,PH023129000,San Isidro,Koppu,2015,2,107,109
2104,PH023135000,City of Santiago,Koppu,2015,3,159,162
2105,PH025015000,Alfonso Castaneda,Koppu,2015,1,64,65
2106,PH025001000,Ambaguio,Koppu,2015,2,50,52
2107,PH025002000,Aritao,Koppu,2015,0,173,173
2108,PH025003000,Bagabag,Koppu,2015,22,3,25
2109,PH025004000,Bambang,Koppu,2015,1,22,23
2110,PH025005000,Bayombong (capital),Koppu,2015,1,28,29
2111,PH025006000,Diadi,Koppu,2015,2,17,19
2112,PH025008000,Dupax del Sur,Koppu,2015,3,16,19
2113,PH025009000,Kasibu,Koppu,2015,47,256,303
2114,PH025010000,Kayapa,Koppu,2015,23,154,177
2115,PH025012000,Santa Fe,Koppu,2015,22,639,661
2116,PH025013000,Solano,Koppu,2015,2,5,7
2117,PH025701000,Aglipay,Koppu,2015,54,1581,1635
2118,PH025702000,Cabarroguis (capital),Koppu,2015,24,402,426
2119,PH025703000,Diffun,Koppu,2015,4,11,15
2120,PH025704000,Maddela,Koppu,2015,292,5064,5356
2121,PH025706000,Nagtipunan,Koppu,2015,186,1738,1924
2122,PH025705000,Saguday,Koppu,2015,7,584,591
2123,PH037701000,Baler (capital),Koppu,2015,362,4624,4986
2124,PH037702000,Casiguran,Koppu,2015,863,4186,5049
2125,PH037703000,Dilasag,Koppu,2015,358,2410,2768
2126,PH037704000,Dinalungan,Koppu,2015,134,1057,1191
2127,PH037705000,Dingalan,Koppu,2015,201,1939,2140
2128,PH037706000,Dipaculao,Koppu,2015,116,1814,1930
2129,PH037707000,Maria Aurora,Koppu,2015,108,1776,1884
2130,PH037708000,San Luis,Koppu,2015,553,2490,3043
2131,PH030804000,Dinalupihan,Koppu,2015,18,0,18
2132,PH030806000,Limay,Koppu,2015,2,10,12
2133,PH030807000,Mariveles,Koppu,2015,0,1,1
2134,PH031407000,Calumpit,Koppu,2015,0,30,30
2135,PH031413000,Norzagaray,Koppu,2015,3,45,48
2136,PH031416000,Paombong,Koppu,2015,0,36,36
2137,PH031421000,San Miguel,Koppu,2015,0,1,1
2138,PH034901000,Aliaga,Koppu,2015,9,455,464
2139,PH034904000,Cabiao,Koppu,2015,0,18,18
2140,PH034906000,Cuyapo,Koppu,2015,9,169,178
2141,PH034907000,Gabaldon (Bitulok & Sabani),Koppu,2015,175,320,495
2142,PH034909000,General Mamerto Natividad,Koppu,2015,118,864,982
2143,PH034910000,General Tinio (Papaya),Koppu,2015,60,23,83
2144,PH034914000,Licab,Koppu,2015,40,2440,2480
2145,PH034919000,Palayan City (capital),Koppu,2015,111,898,1009
2146,PH034920000,Pantabangan,Koppu,2015,0,43,43
2147,PH034922000,Quezon,Koppu,2015,23,387,410
2148,PH034923000,Rizal,Koppu,2015,104,2108,2212
2149,PH034924000,San Antonio,Koppu,2015,15,22,37
2150,PH034925000,San Isidro,Koppu,2015,4,12,16
2151,PH034928000,Santa Rosa,Koppu,2015,2,12,14
2152,PH034917000,Science City of Muñoz,Koppu,2015,76,495,571
2153,PH034930000,Talavera,Koppu,2015,167,2710,2877
2154,PH034931000,Talugtug,Koppu,2015,73,315,388
2155,PH034932000,Zaragoza,Koppu,2015,1,257,258
2156,PH035401000,Angeles City,Koppu,2015,28,0,28
2157,PH035403000,Arayat,Koppu,2015,4,368,372
2158,PH035405000,Candaba,Koppu,2015,4,22,26
2159,PH035406000,Floridablanca,Koppu,2015,2,44,46
2160,PH035410000,Macabebe,Koppu,2015,10,29,39
2161,PH036901000,Anao,Koppu,2015,5,149,154
2162,PH036902000,Bamban,Koppu,2015,180,280,460
2163,PH036903000,Camiling,Koppu,2015,55,312,367
2164,PH036904000,Capas,Koppu,2015,47,279,326
2165,PH036905000,Concepcion,Koppu,2015,4,22,26
2166,PH036906000,Gerona,Koppu,2015,11,334,345
2167,PH036907000,La Paz,Koppu,2015,3,40,43
2168,PH036908000,Mayantoc,Koppu,2015,38,139,177
2169,PH036909000,Moncada,Koppu,2015,40,178,218
2170,PH036910000,Paniqui,Koppu,2015,2,7,9
2171,PH036911000,Pura,Koppu,2015,4,286,290
2172,PH036912000,Ramos,Koppu,2015,16,182,198
2173,PH036913000,San Clemente,Koppu,2015,65,163,228
2174,PH015535000,San Manuel,Koppu,2015,3,401,404
2175,PH036915000,Santa Ignacia,Koppu,2015,2,2,4
2176,PH036916000,City of Tarlac (capital),Koppu,2015,0,3,3
2177,PH036917000,Victoria,Koppu,2015,7,3527,3534
2178,PH037101000,Botolan,Koppu,2015,2,30,32
2179,PH037103000,Candelaria,Koppu,2015,0,3,3
2180,PH037104000,Castillejos,Koppu,2015,1,1,2
2181,PH037107000,Olongapo City,Koppu,2015,13,0,13
2182,PH037113000,Santa Cruz,Koppu,2015,30,840,870
2183,PH045617000,General Nakar,Koppu,2015,966,60,1026
2184,PH045620000,Infanta,Koppu,2015,289,2840,3129
2185,PH140110000,Lagangilang,Koppu,2015,1,1,2
2186,PH140127000,Villaviciosa,Koppu,2015,0,12,12
2187,PH148102000,Conner,Koppu,2015,1,92,93
2188,PH148103000,Flora,Koppu,2015,0,16,16
2189,PH148104000,Kabugao (capital),Koppu,2015,0,28,28
2190,PH148105000,Luna,Koppu,2015,4,0,4
2191,PH148107000,Santa Marcela,Koppu,2015,5,16,21
2192,PH141102000,Baguio City,Koppu,2015,40,346,386
2193,PH141103000,Bakun,Koppu,2015,3,7,10
2194,PH141105000,Buguias,Koppu,2015,0,9,9
2195,PH141106000,Itogon,Koppu,2015,70,225,295
2196,PH141108000,Kapangan,Koppu,2015,10,132,142
2197,PH141110000,La Trinidad (capital),Koppu,2015,1,0,1
2198,PH141111000,Mankayan,Koppu,2015,0,50,50
2199,PH141112000,Sablan,Koppu,2015,2,28,30
2200,PH141113000,Tuba,Koppu,2015,1,60,61
2201,PH141114000,Tublay,Koppu,2015,0,5,5
2202,PH142708000,Aguinaldo,Koppu,2015,2,10,12
2203,PH142707000,Alfonso Lista (Potia),Koppu,2015,3,45,48
2204,PH142711000,Asipulo,Koppu,2015,0,11,11
2205,PH142701000,Banaue,Koppu,2015,4,65,69
2206,PH142702000,Hungduan,Koppu,2015,18,238,256
2207,PH142706000,Mayoyao,Koppu,2015,3,23,26
2208,PH142710000,Tinoc,Koppu,2015,13,107,120
2209,PH143201000,Balbalan,Koppu,2015,11,29,40
2210,PH143206000,Lubuagan,Koppu,2015,1,402,403
2211,PH143208000,Pasil,Koppu,2015,2,19,21
2212,PH143214000,Tanudan,Koppu,2015,1,4,5
2213,PH143215000,Tinglayan,Koppu,2015,0,16,16
2214,PH143213000,City of Tabuk (capital),Koppu,2015,2,11,13
2215,PH144405000,Natonin,Koppu,2015,2,76,78
2216,PH144406000,Paracelis,Koppu,2015,0,5,5
2217,PH144408000,Sadanga,Koppu,2015,0,4,4
2218,PH144402000,Bauko,Koppu,2015,0,5,5
2219,PH037707000,Maria Aurora,Melor,2015,9,8,17
2220,PH034920000,Pantabangan,Melor,2015,3,0,3
2221,PH035403000,Arayat,Melor,2015,0,3,3
2222,PH035418000,San Simon,Melor,2015,0,3,3
2223,PH041005000,Batangas City (capital),Melor,2015,4,0,4
2224,PH041008000,Calatagan,Melor,2015,0,7,7
2225,PH041010000,Ibaan,Melor,2015,2,8,10
2226,PH041019000,Nasugbu,Melor,2015,0,22,22
2227,PH041025000,San Nicolas,Melor,2015,0,54,54
2228,PH041027000,Santa Teresita,Melor,2015,1,24,25
2229,PH041032000,Taysan,Melor,2015,0,2,2
2230,PH042121000,Ternate,Melor,2015,8,0,8
2231,PH045640000,San Andres,Melor,2015,0,836,836
2232,PH174001000,Boac (capital),Melor,2015,23,230,253
2233,PH174002000,Buenavista,Melor,2015,465,3629,4094
2234,PH174003000,Gasan,Melor,2015,25,135,160
2235,PH174004000,Mogpog,Melor,2015,5,145,150
2236,PH174005000,Santa Cruz,Melor,2015,2,38,40
2237,PH174006000,Torrijos,Melor,2015,50,378,428
2238,PH175101000,Abra de Ilog,Melor,2015,50,92,142
2239,PH175103000,Looc,Melor,2015,6,148,154
2240,PH175104000,Lubang,Melor,2015,51,647,698
2241,PH175107000,Paluan,Melor,2015,6,8,14
2242,PH175110000,San Jose,Melor,2015,,1,1
2243,PH175201000,Baco,Melor,2015,2452,2961,5413
2244,PH175202000,Bansud,Melor,2015,825,3508,4333
2245,PH175205000,City of Calapan (capital),Melor,2015,1130,4086,5216
2246,PH175206000,Gloria,Melor,2015,2969,5942,8911
2247,PH175208000,Naujan,Melor,2015,7893,12305,20198
2248,PH175209000,Pinamalayan,Melor,2015,10428,7366,17794
2249,PH175210000,Pola,Melor,2015,1852,3450,5302
2250,PH175211000,Puerto Galera,Melor,2015,84,633,717
2251,PH175213000,San Teodoro,Melor,2015,311,437,748
2252,PH175214000,Socorro,Melor,2015,2002,5314,7316
2253,PH175215000,Victoria,Melor,2015,2741,3742,6483
2254,PH175902000,Banton,Melor,2015,256,1056,1312
2255,PH175903000,Cajidiocan,Melor,2015,2,4,6
2256,PH175904000,Calatrava,Melor,2015,8,274,282
2257,PH175905000,Concepcion,Melor,2015,774,377,1151
2258,PH175906000,Corcuera,Melor,2015,408,1546,1954
2259,PH175907000, Looc,Melor,2015,6,148,154
2260,PH175908000,Magdiwang,Melor,2015,13,101,114
2261,PH175909000,Odiongan,Melor,2015,0,1,1
2262,PH175910000,Romblon (capital),Melor,2015,168,1209,1377
2263,PH175911000,San Agustin,Melor,2015,31,207,238
2264,PH175912000,San Andres,Melor,2015,1,0,1
2265,PH175913000,San Fernando,Melor,2015,0,6,6
2266,PH175917000,Santa Maria (Imelda),Melor,2015,0,5,5
2267,PH050513000,Pio Duran,Melor,2015,100,512,612
2268,PH050516000,Santo Domingo (Libog),Melor,2015,2,43,45
2269,PH051608000,Paracale,Melor,2015,1,0,1
2270,PH051612000,Vinzons,Melor,2015,0,1,1
2271,PH051725000,Ocampo,Melor,2015,0,75,75
2272,PH052002000,Baras,Melor,2015,17,3,20
2273,PH052006000,Pandan,Melor,2015,0,5,5
2274,PH054103000,Balud,Melor,2015,36,5,41
2275,PH054104000,Batuan,Melor,2015,21,145,166
2276,PH054107000,Claveria,Melor,2015,1658,2050,3708
2277,PH054110000,Mandaon,Melor,2015,3,75,78
2278,PH054114000,Monreal,Melor,2015,964,1373,2337
2279,PH054118000,San Fernando,Melor,2015,90,237,327
2280,PH054119000,San Jacinto,Melor,2015,161,730,891
2281,PH054120000,San Pascual,Melor,2015,246,1161,1407
2282,PH056202000,Barcelona,Melor,2015,1515,2448,3963
2283,PH056203000,Bulan,Melor,2015,6169,8479,14648
2284,PH056204000,Bulusan,Melor,2015,1587,3237,4824
2285,PH056205000,Casiguran,Melor,2015,1733,4380,6113
2286,PH056206000,Castilla,Melor,2015,1287,4197,5484
2287,PH056207000,Donsol,Melor,2015,721,3960,4681
2288,PH056208000,Gubat,Melor,2015,735,3014,3749
2289,PH056209000,Irosin,Melor,2015,3440,3207,6647
2290,PH056210000,Juban,Melor,2015,1118,3555,4673
2291,PH056211000,Magallanes,Melor,2015,2020,3294,5314
2292,PH056212000,Matnog,Melor,2015,3070,5038,8108
2293,PH056213000,Pilar,Melor,2015,1690,5779,7469
2294,PH056214000,Prieto Diaz,Melor,2015,305,1137,1442
2295,PH056215000,Santa Magdalena,Melor,2015,1238,2092,3330
2296,PH056216000,City of Sorsogon (capital),Melor,2015,3293,3920,7213
2297,PH082601000,Arteche,Melor,2015,19,1313,1332
2298,PH082611000,Jipapad,Melor,2015,30,1795,1825
2299,PH084801000,Allen,Melor,2015,2500,3046,5546
2300,PH084802000,Biri,Melor,2015,2229,744,2973
2301,PH084803000,Bobon,Melor,2015,2623,3132,5755
2302,PH084804000,Capul,Melor,2015,314,1808,2122
2303,PH084805000,Catarman (capital),Melor,2015,1697,13873,15570
2304,PH084811000,Lavezares,Melor,2015,3100,2500,5600
2305,PH084824000,Lope de Vega,Melor,2015,106,1886,1992
2306,PH084813000,Mondragon,Melor,2015,3573,6155,9728
2307,PH084816000,Rosario,Melor,2015,895,1475,2370
2308,PH084817000,San Antonio,Melor,2015,127,1361,1488
2309,PH084818000, San Isidro,Melor,2015,177,2455,2632
2310,PH084819000,San Jose,Melor,2015,3780,1620,5400
2311,PH084821000,San Vicente,Melor,2015,26,280,306
2312,PH084823000,Victoria,Melor,2015,179,886,1065
2313,PH084806000,Catubig,Melor,2015,423,4715,5138
2314,PH084807000,Gamay,Melor,2015,1256,3918,5174
2315,PH084808000,Laoang,Melor,2015,8279,5295,13574
2316,PH084809000,Lapinig,Melor,2015,37,1430,1467
2317,PH084810000,Las Navas,Melor,2015,712,5923,6635
2318,PH084812000,Mapanas,Melor,2015,1083,1577,2660
2319,PH084814000,Palapag,Melor,2015,2295,5862,8157
2320,PH084815000,Pambujan,Melor,2015,3714,3176,6890
2321,PH084820000,San Roque,Melor,2015,1891,3699,5590
2322,PH084822000,Silvino Lobos,Melor,2015,676,1897,2573
2323,PH086025000,San Jorge,Melor,2015,6,276,282
2324,PH086016000,Santa Margarita,Melor,2015,5,9,14
2325,PH012801000,ADAMS,Sarika,2016,1,30,31
2326,PH012802000,BACARRA,Sarika,2016,2,1,3
2327,PH012804000,BANGUI,Sarika,2016,1,8,9
2328,PH012805000,CITY OF BATAC,Sarika,2016,1,3,4
2329,PH012806000,BURGOS,Sarika,2016,1,19,20
2330,PH012809000,DINGRAS,Sarika,2016,1,1,2
2331,PH012811000,BANNA (ESPIRITU),Sarika,2016,1,1,2
2332,PH012812000,LAOAG CITY (Capital),Sarika,2016,1,10,11
2333,PH012813000,MARCOS,Sarika,2016,4,6,10
2334,PH012815000,PAGUDPUD,Sarika,2016,5,106,111
2335,PH012817000,PASUQUIN,Sarika,2016,1,8,9
2336,PH012818000,PIDDIG,Sarika,2016,1,7,8
2337,PH012821000,SARRAT,Sarika,2016,5,10,15
2338,PH012822000,SOLSONA,Sarika,2016,1,26,27
2339,PH012823000,VINTAR,Sarika,2016,1,3,4
2340,PH012909000,GALIMUYOD,Sarika,2016,1,10,11
2341,PH012919000,SAN ILDEFONSO,Sarika,2016,1,3,4
2342,PH012920000,SAN JUAN (LAPOG),Sarika,2016,1,11,12
2343,PH012921000,SAN VICENTE,Sarika,2016,20,66,86
2344,PH012926000,SANTA MARIA,Sarika,2016,1,5,6
2345,PH013314000,CITY OF SAN FERNANDO (Capital),Sarika,2016,1,2,3
2346,PH013317000,SANTO TOMAS,Sarika,2016,1,9,10
2347,PH021505000,APARRI,Sarika,2016,15,908,923
2348,PH021507000,BALLESTEROS,Sarika,2016,8,872,880
2349,PH021510000,CAMALANIUGAN,Sarika,2016,4,7,11
2350,PH021511000,CLAVERIA,Sarika,2016,1,254,255
2351,PH021522000,SANCHEZ-MIRA,Sarika,2016,12,940,952
2352,PH021523000,SANTA ANA,Sarika,2016,5,834,839
2353,PH021524000,SANTA PRAXEDES,Sarika,2016,5,680,685
2354,PH021525000,SANTA TERESITA,Sarika,2016,1,9,10
2355,PH021528000,TUAO,Sarika,2016,12,1,13
2356,PH025012000,SANTA FE,Sarika,2016,1,20,21
2357,PH034905000,CARRANGLAN,Sarika,2016,4,6,10
2358,PH037107000,OLONGAPO CITY,Sarika,2016,1,2,3
2359,PH037114000,SUBIC,Sarika,2016,1,4,5
2360,PH140101000,BANGUED (Capital),Sarika,2016,1,4,5
2361,PH141101000,ATOK,Sarika,2016,1,7,8
2362,PH141102000,BAGUIO CITY,Sarika,2016,4,7,11
2363,PH141103000,BAKUN,Sarika,2016,1,4,5
2364,PH141105000,BUGUIAS,Sarika,2016,3,30,33
2365,PH141106000,ITOGON,Sarika,2016,3,3,6
2366,PH141107000,KABAYAN,Sarika,2016,1,1,2
2367,PH141108000,KAPANGAN,Sarika,2016,1,67,68
2368,PH141112000,SABLAN,Sarika,2016,1,1,2
2369,PH141113000,TUBA,Sarika,2016,1,12,13
2370,PH141114000,TUBLAY,Sarika,2016,1,25,26
2371,PH143201000,BALBALAN,Sarika,2016,10,54,64
2372,PH143206000,LUBUAGAN,Sarika,2016,4,57,61
2373,PH143208000,PASIL,Sarika,2016,4,18,22
2374,PH143209000,PINUKPUK,Sarika,2016,1,17,18
2375,PH144402000,BAUKO,Sarika,2016,1,7,8
2376,PH144407000,SABANGAN,Sarika,2016,1,1,2
2377,PH144408000,SADANGA,Sarika,2016,4,4,8
2378,PH144409000,SAGADA,Sarika,2016,1,2,3
2379,PH144410000,TADIAN,Sarika,2016,1,20,21
2380,PH148101000,CALANASAN (BAYAG),Sarika,2016,1,56,57
2381,PH148102000,CONNER,Sarika,2016,1,61,62
2382,PH012801000,ADAMS,Haima,2016,1,50,51
2383,PH012802000,BACARRA,Haima,2016,53,351,404
2384,PH012803000,BADOC,Haima,2016,137,1618,1755
2385,PH012804000,BANGUI,Haima,2016,7,332,339
2386,PH012805000,CITY OF BATAC,Haima,2016,1,212,213
2387,PH012806000,BURGOS,Haima,2016,1,375,376
2388,PH012807000,CARASI,Haima,2016,1,30,31
2389,PH012808000,CURRIMAO,Haima,2016,2,89,91
2390,PH012809000,DINGRAS,Haima,2016,6,162,168
2391,PH012810000,DUMALNEG,Haima,2016,2,9,11
2392,PH012811000,BANNA (ESPIRITU),Haima,2016,16,158,174
2393,PH012812000,LAOAG CITY (Capital),Haima,2016,39,485,524
2394,PH012813000,MARCOS,Haima,2016,2,48,50
2395,PH012814000,NUEVA ERA,Haima,2016,156,190,346
2396,PH012815000,PAGUDPUD,Haima,2016,21,677,698
2397,PH012816000,PAOAY,Haima,2016,25,896,921
2398,PH012817000,PASUQUIN,Haima,2016,17,236,253
2399,PH012818000,PIDDIG,Haima,2016,6,53,59
2400,PH012819000,PINILI,Haima,2016,60,895,955
2401,PH012820000,SAN NICOLAS,Haima,2016,1,72,73
2402,PH012821000,SARRAT,Haima,2016,2,71,73
2403,PH012822000,SOLSONA,Haima,2016,28,205,233
2404,PH012823000,VINTAR,Haima,2016,2,52,54
2405,PH012901000,ALILEM,Haima,2016,1,59,60
2406,PH012902000,BANAYOYO,Haima,2016,5,241,246
2407,PH012903000,BANTAY,Haima,2016,107,5,112
2408,PH012904000,BURGOS,Haima,2016,1,956,957
2409,PH012905000,CABUGAO,Haima,2016,192,1535,1727
2410,PH012906000,CITY OF CANDON,Haima,2016,94,954,1048
2411,PH012907000,CAOAYAN,Haima,2016,1,87,88
2412,PH012908000,CERVANTES,Haima,2016,6,20,26
2413,PH012909000,GALIMUYOD,Haima,2016,7,289,296
2414,PH012910000,GREGORIO DEL PILAR (CONCEPCION),Haima,2016,1,71,72
2415,PH012911000,LIDLIDDA,Haima,2016,4,203,207
2416,PH012912000,MAGSINGAL,Haima,2016,51,1202,1253
2417,PH012913000,NAGBUKEL,Haima,2016,250,300,550
2418,PH012914000,NARVACAN,Haima,2016,236,3521,3757
2419,PH012915000,QUIRINO (ANGKAKI),Haima,2016,30,42,72
2420,PH012916000,SALCEDO (BAUGEN),Haima,2016,11,11,22
2421,PH012917000,SAN EMILIO,Haima,2016,1,129,130
2422,PH012918000,SAN ESTEBAN,Haima,2016,29,575,604
2423,PH012919000,SAN ILDEFONSO,Haima,2016,2,73,75
2424,PH012920000,SAN JUAN (LAPOG),Haima,2016,831,33,864
2425,PH012921000,SAN VICENTE,Haima,2016,21,183,204
2426,PH012922000,SANTA,Haima,2016,23,573,596
2427,PH012923000,SANTA CATALINA,Haima,2016,318,18,336
2428,PH012924000,SANTA CRUZ,Haima,2016,1,2,3
2429,PH012925000,SANTA LUCIA,Haima,2016,3,763,766
2430,PH012926000,SANTA MARIA,Haima,2016,185,1898,2083
2431,PH012927000,SANTIAGO,Haima,2016,1,246,247
2432,PH012928000,SANTO DOMINGO,Haima,2016,9,139,148
2433,PH012929000,SIGAY,Haima,2016,1,17,18
2434,PH012930000,SINAIT,Haima,2016,27,164,191
2435,PH012931000,SUGPON,Haima,2016,1,59,60
2436,PH012932000,SUYO,Haima,2016,2,62,64
2437,PH012933000,TAGUDIN,Haima,2016,302,302,604
2438,PH012934000,CITY OF VIGAN (Capital),Haima,2016,156,156,312
2439,PH013301000,AGOO,Haima,2016,7,1,8
2440,PH013302000,ARINGAY,Haima,2016,1,24,25
2441,PH013303000,BACNOTAN,Haima,2016,1,1,2
2442,PH013304000,BAGULIN,Haima,2016,28,313,341
2443,PH013305000,BALAOAN,Haima,2016,1,15,16
2444,PH013306000,BANGAR,Haima,2016,4,329,333
2445,PH013307000,BAUANG,Haima,2016,2,68,70
2446,PH013308000,BURGOS,Haima,2016,4,14,18
2447,PH013309000,CABA,Haima,2016,1,1,2
2448,PH013310000,LUNA,Haima,2016,1,1,2
2449,PH013311000,NAGUILIAN,Haima,2016,1,3,4
2450,PH013312000,PUGO,Haima,2016,1,1,2
2451,PH013313000,ROSARIO,Haima,2016,1,1,2
2452,PH013314000,CITY OF SAN FERNANDO (Capital),Haima,2016,1,1,2
2453,PH013316000,SAN JUAN,Haima,2016,3,88,91
2454,PH013317000,SANTO TOMAS,Haima,2016,1,1,2
2455,PH013318000,SANTOL,Haima,2016,1,4,5
2456,PH013319000,SUDIPEN,Haima,2016,1,6,7
2457,PH013320000,TUBAO,Haima,2016,1,1,2
2458,PH015501000,AGNO,Haima,2016,1,1,2
2459,PH015503000,CITY OF ALAMINOS,Haima,2016,1,1,2
2460,PH015504000,ALCALA,Haima,2016,1,1,2
2461,PH015507000,BALUNGAO,Haima,2016,1,1,2
2462,PH015508000,BANI,Haima,2016,1,1,2
2463,PH015510000,BAUTISTA,Haima,2016,1,1,2
2464,PH015512000,BINALONAN,Haima,2016,1,1,2
2465,PH015514000,BOLINAO,Haima,2016,1,1,2
2466,PH015515000,BUGALLON,Haima,2016,1,1,2
2467,PH015517000,CALASIAO,Haima,2016,1,1,2
2468,PH015518000,DAGUPAN CITY,Haima,2016,1,1,2
2469,PH015520000,INFANTA,Haima,2016,1,1,2
2470,PH015522000,LINGAYEN (Capital),Haima,2016,1,1,2
2471,PH015525000,MANAOAG,Haima,2016,1,1,2
2472,PH015526000,MANGALDAN,Haima,2016,1,1,2
2473,PH015529000,NATIVIDAD,Haima,2016,1,1,2
2474,PH015531000,ROSALES,Haima,2016,1,1,2
2475,PH015533000,SAN FABIAN,Haima,2016,1,1,2
2476,PH015538000,SANTA BARBARA,Haima,2016,1,1,2
2477,PH015540000,SANTO TOMAS,Haima,2016,1,1,2
2478,PH015541000,SISON,Haima,2016,1,1,2
2479,PH015542000,SUAL,Haima,2016,1,1,2
2480,PH015543000,TAYUG,Haima,2016,1,1,2
2481,PH015545000,URBIZTONDO,Haima,2016,1,1,2
2482,PH015546000,CITY OF URDANETA,Haima,2016,1,1,2
2483,PH015547000,VILLASIS,Haima,2016,1,1,2
2484,PH015548000,LAOAC,Haima,2016,1,1,2
2485,PH021501000,ABULUG,Haima,2016,108,1554,1662
2486,PH021502000,ALCALA,Haima,2016,516,2266,2782
2487,PH021503000,ALLACAPAN,Haima,2016,134,2041,2175
2488,PH021504000,AMULUNG,Haima,2016,197,1474,1671
2489,PH021505000,APARRI,Haima,2016,120,1021,1141
2490,PH021506000,BAGGAO,Haima,2016,867,3464,4331
2491,PH021507000,BALLESTEROS,Haima,2016,158,2122,2280
2492,PH021508000,BUGUEY,Haima,2016,208,1714,1922
2493,PH021509000,CALAYAN,Haima,2016,1,1,2
2494,PH021510000,CAMALANIUGAN,Haima,2016,1,1,2
2495,PH021511000,CLAVERIA,Haima,2016,1,1,2
2496,PH021512000,ENRILE,Haima,2016,1361,5672,7033
2497,PH021513000,GATTARAN,Haima,2016,1,1,2
2498,PH021514000,GONZAGA,Haima,2016,1,1,2
2499,PH021515000,IGUIG,Haima,2016,1063,4490,5553
2500,PH021516000,LAL-LO,Haima,2016,125,640,765
2501,PH021517000,LASAM,Haima,2016,184,2679,2863
2502,PH021518000,PAMPLONA,Haima,2016,63,3467,3530
2503,PH021519000,PEÃ¯Â¿Â½Ã¯Â¿Â½ABLANCA,Haima,2016,1025,7066,8091
2504,PH021520000,PIAT,Haima,2016,227,682,909
2505,PH021521000,RIZAL,Haima,2016,252,2150,2402
2506,PH021522000,SANCHEZ-MIRA,Haima,2016,38,2539,2577
2507,PH021523000,SANTA ANA,Haima,2016,1,1,2
2508,PH021524000,SANTA PRAXEDES,Haima,2016,1,1,2
2509,PH021525000,SANTA TERESITA,Haima,2016,61,420,481
2510,PH021526000,SANTO NIÃ¯Â¿Â½Ã¯Â¿Â½O (FAIRE),Haima,2016,1202,3960,5162
2511,PH021527000,SOLANA,Haima,2016,1,1,2
2512,PH021528000,TUAO,Haima,2016,1,1,2
2513,PH021529000,TUGUEGARAO CITY (Capital),Haima,2016,6571,16534,23105
2514,PH023101000,ALICIA,Haima,2016,24,237,261
2515,PH023102000,ANGADANAN,Haima,2016,1,1,2
2516,PH023103000,AURORA,Haima,2016,16,395,411
2517,PH023104000,BENITO SOLIVEN,Haima,2016,29,423,452
2518,PH023105000,BURGOS,Haima,2016,73,1097,1170
2519,PH023106000,CABAGAN,Haima,2016,1403,5665,7068
2520,PH023107000,CABATUAN,Haima,2016,27,460,487
2521,PH023108000,CITY OF CAUAYAN,Haima,2016,122,1732,1854
2522,PH023109000,CORDON,Haima,2016,34,99,133
2523,PH023110000,DINAPIGUE,Haima,2016,1,1,2
2524,PH023111000,DIVILACAN,Haima,2016,236,444,680
2525,PH023113000,GAMU,Haima,2016,104,1368,1472
2526,PH023114000,ILAGAN CITY (Capital),Haima,2016,923,5094,6017
2527,PH023115000,JONES,Haima,2016,1,1,2
2528,PH023116000,LUNA,Haima,2016,77,340,417
2529,PH023117000,MACONACON,Haima,2016,409,82,491
2530,PH023118000,DELFIN ALBANO (MAGSAYSAY),Haima,2016,1243,3448,4691
2531,PH023119000,MALLIG,Haima,2016,24,369,393
2532,PH023120000,NAGUILIAN,Haima,2016,10,62,72
2533,PH023121000,PALANAN,Haima,2016,1,1,2
2534,PH023122000,QUEZON,Haima,2016,455,2419,2874
2535,PH023123000,QUIRINO,Haima,2016,32,176,208
2536,PH023124000,RAMON,Haima,2016,12,14,26
2537,PH023125000,REINA MERCEDES,Haima,2016,60,643,703
2538,PH023126000,ROXAS,Haima,2016,90,1875,1965
